student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
101506,Female,7.94,75.53,67.12,50.17,61.91,53.19,Yes,No,PhD,8.34,60.507,C
101953,Female,1.06,98.33,44.69,33.37,83.27,87.72,Yes,No,PhD,7.63,65.03,C
104152,Male,2.21,46.61,59.31,53.79,77.78,79.18,No,No,Bachelor,8.46,65.1115,C
104078,Female,7.5,45.96,81.49,45.1,82.84,96.09,Yes,Yes,High School,8.17,70.772,B
101657,Male,3.89,40.36,81.9,62.04,56.53,77.61,Yes,No,High School,4.88,63.4725,C
101206,Male,3.33,96.19,72.73,46.22,92.46,99.92,No,Yes,PhD,4.61,78.073,B
103446,Male,6.09,59.74,88.29,56.15,78.1,37.65,Yes,Yes,Bachelor,7.23,68.7695,C
104218,Female,8.62,77.56,39.46,67.21,69.85,74.08,No,Yes,PhD,8.39,64.306,C
102370,Female,7.07,52.23,,92.19,59.53,12.47,Yes,No,High School,7.09,60.311,C
104526,Male,9.02,76.42,98.62,94.12,95.25,73.9,Yes,Yes,Master,5.27,91.6235,A
103251,Male,9.81,44.03,99.25,93.68,76.72,56.48,Yes,Yes,Bachelor,4.6,80.173,B
101260,Male,2.08,66.35,83.78,44.75,68.99,20.02,No,No,Master,7.4,60.727,C
100940,Female,4.7,66.16,58.4,75.65,38.11,23.63,No,No,Bachelor,6.57,52.91,D
102799,Male,3.37,86.34,79.05,51.91,57.19,71.29,No,No,Bachelor,5.09,64.567,C
102708,Female,5.84,92.8,68.32,62.09,98.84,80.29,No,No,Master,8.54,81.0895,B
100756,Female,6.68,79.9,91.82,83.32,53.4,63.2,No,No,PhD,8.13,72.194,B
102667,Female,7.24,71.75,49.09,29.86,34.07,79.47,No,No,Master,4.32,44.3295,D
104561,Female,1.65,47.12,48.61,42.4,96.16,61.69,Yes,Yes,Master,5.94,64.859,C
101729,Female,8.27,71.98,97.95,85.78,97.68,31.6,Yes,No,High School,5.6,85.581,A
101881,Female,2.85,88.75,46.45,42.47,41.8,78.3,No,No,Master,6.87,51.2425,D
101935,Female,5.28,67.2,79.36,61.47,73.25,87.36,No,No,Master,5.17,72.333,B
102163,Female,7.29,94.91,48.69,51.33,97.44,29.94,Yes,No,Bachelor,7.36,69.1595,C
104160,Male,9.18,78.54,96.32,28.96,30.82,98.06,No,Yes,High School,4.03,54.951,D
102816,Female,3.28,68.3,50.15,77.28,53.3,56.0,Yes,Yes,High School,4.85,60.435,C
100002,Male,8.69,73.76,72.29,70.92,99.61,76.1,No,Yes,PhD,8.73,82.0375,B
100313,Male,9.66,40.74,94.39,44.96,71.27,47.19,No,No,Master,6.57,63.8555,C
103827,Male,3.96,89.73,94.68,72.25,52.01,22.28,Yes,No,Bachelor,7.22,66.403,C
101086,Male,7.84,74.32,33.82,40.85,49.95,16.74,No,Yes,PhD,5.35,43.565,D
103731,Female,7.69,91.72,31.01,66.12,63.59,62.63,No,Yes,PhD,7.48,60.4235,C
101061,Male,4.0,47.67,75.72,73.19,72.06,19.65,Yes,No,Bachelor,8.31,65.3945,C
100653,Male,4.17,54.4,,78.86,83.63,61.65,No,No,PhD,4.34,78.9445,B
102807,Male,8.69,82.42,41.85,56.02,70.98,49.93,No,No,Bachelor,4.74,60.453,C
103754,Female,9.62,86.31,44.86,85.24,64.91,30.13,Yes,No,Bachelor,7.02,64.6445,C
100964,Male,5.35,80.05,34.03,78.54,68.7,10.25,Yes,Yes,High School,6.94,59.516,C
102333,Male,5.67,94.31,96.2,66.28,80.8,52.48,No,Yes,PhD,7.39,78.769,B
102544,Female,2.5,67.34,32.1,26.77,45.02,61.7,No,Yes,High School,7.53,41.7735,D
104335,Male,2.9,98.26,55.14,74.89,43.63,53.05,No,Yes,High School,7.79,60.152,C
103683,Female,6.46,45.49,75.03,55.92,99.12,50.6,Yes,No,Master,4.83,73.287,B
103104,Female,8.21,62.78,37.19,25.47,95.75,89.34,No,No,Bachelor,7.02,62.53,C
104563,Male,5.81,51.15,96.98,51.76,80.14,37.85,No,No,High School,4.26,69.285,C
102103,Female,6.52,61.15,92.12,94.27,89.45,73.1,No,No,Master,5.57,86.724,A
100037,Male,9.73,68.31,61.56,61.69,83.94,20.21,No,No,High School,8.69,65.9655,C
104657,Female,2.76,91.78,82.71,39.14,58.93,75.89,No,No,Bachelor,6.82,63.7195,C
104624,Male,4.48,51.17,70.29,94.71,50.3,35.43,Yes,No,PhD,5.01,64.0005,C
100744,Male,2.47,68.29,72.74,25.42,,57.21,No,No,PhD,8.19,48.594,D
104352,Male,8.89,44.62,44.5,60.69,32.43,62.71,Yes,Yes,High School,6.94,46.156,D
101257,Male,6.97,45.25,45.68,78.81,45.09,60.54,No,No,PhD,4.61,55.199,C
100541,Female,6.85,58.0,78.32,38.2,39.66,69.64,No,No,Bachelor,4.72,51.859,D
104874,Female,6.39,55.64,68.81,32.95,60.24,49.89,No,Yes,PhD,5.91,53.6365,D
100533,Male,8.16,45.59,37.12,27.37,78.23,49.91,Yes,No,High School,4.47,51.197,D
103705,Male,5.54,63.13,68.11,55.73,49.52,64.19,No,Yes,PhD,6.05,57.6185,C
101871,Male,1.75,94.07,43.86,93.15,45.18,17.47,Yes,Yes,Master,8.09,59.0265,C
103572,Female,3.58,48.21,73.59,47.31,72.06,60.62,No,No,High School,4.34,62.6495,C
103123,Male,6.89,76.5,49.82,81.45,34.18,65.55,No,No,High School,4.49,56.4945,C
101684,Male,7.25,56.13,76.07,42.64,42.4,96.38,Yes,Yes,Bachelor,4.98,55.965,C
104142,Female,9.65,80.96,88.73,71.37,63.5,71.25,No,Yes,Master,8.36,73.0345,B
102134,Male,5.38,99.29,44.69,29.0,48.6,39.17,Yes,Yes,PhD,6.53,47.044,D
102021,Male,8.35,57.86,81.27,81.1,32.95,67.63,No,Yes,Bachelor,4.14,60.6105,C
103249,Male,8.18,52.7,40.81,62.34,56.12,89.4,No,No,High School,4.83,57.599,C
103840,Female,6.16,96.49,49.74,51.0,54.11,95.07,Yes,No,Bachelor,8.1,60.7925,C
100886,Male,6.09,81.26,50.72,60.92,67.52,17.82,No,No,High School,8.25,58.914,C
104222,Male,5.79,85.19,44.62,73.38,75.92,64.64,No,No,High School,6.61,68.824,C
104798,Female,4.73,91.74,76.77,89.2,71.72,41.06,Yes,No,Bachelor,8.48,76.036,B
100147,Male,9.09,85.7,96.5,80.97,78.66,83.75,No,No,High School,4.77,84.0185,B
103378,Female,6.18,79.74,70.22,79.94,87.6,80.34,No,Yes,PhD,4.44,80.697,B
101913,Female,2.94,51.98,75.24,41.05,64.31,58.48,No,No,PhD,4.43,58.865,C
104464,Female,,91.15,32.9,56.51,41.96,12.14,Yes,No,PhD,4.56,45.7225,D
100362,Male,5.89,48.18,56.95,58.0,72.74,61.84,Yes,Yes,PhD,8.35,62.351,C
104937,Male,7.09,88.73,91.96,36.34,71.74,23.6,No,Yes,High School,8.13,63.819,C
102174,Male,1.87,40.24,82.82,89.77,74.87,67.6,No,No,Master,7.82,75.995,B
103503,Male,9.75,64.33,94.24,60.87,85.85,32.0,Yes,Yes,PhD,4.86,73.746,B
102979,Male,7.38,87.97,96.64,60.03,54.66,72.69,No,No,Master,4.03,69.5325,C
102789,Female,6.23,56.66,64.77,68.53,33.31,57.1,Yes,Yes,PhD,4.81,53.121,D
101583,Female,1.78,89.07,36.99,60.7,88.54,49.63,No,Yes,Master,7.16,67.432,C
101916,Female,4.41,67.04,68.57,45.43,44.78,19.06,No,Yes,PhD,5.69,49.3545,D
104131,Male,7.72,78.28,98.59,85.28,30.06,15.51,No,No,Master,7.91,60.938,C
103977,Female,7.48,82.78,71.51,81.95,52.67,10.87,No,Yes,High School,8.64,62.589,C
104924,Female,5.79,43.79,81.98,44.38,43.04,73.97,Yes,Yes,PhD,5.12,54.331,D
104694,Female,4.84,83.1,48.24,44.74,77.94,38.87,No,Yes,High School,4.26,60.309,C
103951,Male,8.42,47.78,78.84,96.5,94.55,28.02,Yes,No,High School,6.09,80.5655,B
102931,Male,7.92,71.03,43.11,93.71,37.45,25.75,Yes,No,Bachelor,7.65,54.835,D
101921,Male,1.44,49.77,43.33,83.01,98.05,94.72,No,No,Master,7.67,78.185,B
103809,Female,2.11,88.93,97.85,60.51,92.92,71.77,Yes,Yes,PhD,5.85,83.2895,B
102284,Female,2.87,59.45,32.75,75.35,45.4,29.31,Yes,No,Master,5.29,50.1535,D
100070,Female,5.98,95.99,46.67,72.65,72.39,97.04,Yes,No,Bachelor,8.11,72.136,B
103621,Female,2.62,77.44,63.64,26.1,62.55,47.74,No,No,PhD,8.36,53.6635,D
100060,Male,9.4,41.01,34.97,46.85,45.45,23.72,Yes,No,Master,6.39,41.087,D
102801,Female,2.11,96.61,83.34,46.58,43.12,39.26,Yes,Yes,Master,4.36,56.992,C
100336,Male,4.01,41.99,84.64,63.71,31.73,38.37,Yes,No,Master,4.5,51.997,D
100578,Female,9.21,87.68,72.18,61.67,70.93,78.0,No,No,High School,5.11,71.247,B
102114,Male,5.65,79.06,95.28,42.34,87.32,61.32,No,No,PhD,4.73,74.241,B
103050,Female,2.15,48.86,46.77,55.79,83.54,38.74,Yes,No,Master,5.56,61.3005,C
100662,Male,8.32,69.39,87.07,43.99,51.85,53.6,No,Yes,Bachelor,6.52,58.858,C
101544,Female,5.45,79.09,66.02,27.32,94.21,73.65,No,No,High School,4.93,68.2815,C
101627,Male,7.24,84.0,79.34,37.09,93.55,36.88,Yes,Yes,Bachelor,7.66,69.971,C
103462,Female,3.43,,36.06,71.06,96.09,66.18,Yes,No,High School,8.47,72.9285,B
101625,Male,2.55,74.44,43.96,32.73,45.49,56.4,No,Yes,Master,7.99,45.98,D
102585,Female,7.08,55.92,78.45,55.72,46.08,39.6,Yes,Yes,Master,6.99,55.3,C
103387,Male,4.0,40.79,44.4,97.27,63.86,91.94,Yes,No,Bachelor,5.82,68.8215,C
104461,Male,1.18,86.38,37.89,43.33,37.38,81.66,Yes,No,PhD,6.74,48.2975,D
104620,Male,4.98,86.52,58.42,73.9,72.45,66.82,No,No,Master,5.31,70.8505,B
103942,Female,8.77,64.64,79.67,34.07,38.55,16.15,No,Yes,Bachelor,6.77,46.023,D
101997,Male,9.2,79.67,90.7,47.52,48.38,45.99,No,No,Bachelor,4.37,59.519,C
104470,Female,5.19,45.89,31.72,39.6,31.43,62.29,Yes,Yes,High School,6.54,38.0625,F
104117,Male,9.87,50.8,48.11,40.2,36.23,58.67,No,Yes,Bachelor,5.0,43.2995,D
101696,Male,6.96,80.99,35.45,28.19,92.1,27.83,No,No,High School,4.63,57.2545,C
101078,Female,5.97,86.71,78.64,62.38,81.04,62.46,No,Yes,Bachelor,4.94,74.604,B
100028,Female,7.53,69.25,37.24,95.64,40.45,55.65,Yes,No,PhD,6.05,58.0055,C
101947,Female,3.06,96.37,35.4,32.09,50.84,84.38,No,No,High School,6.4,50.9715,D
101334,Female,3.19,78.81,66.45,43.99,95.76,13.98,No,Yes,PhD,7.92,67.0825,C
104445,Male,1.4,65.84,53.04,86.74,88.82,65.68,No,No,Master,6.98,76.532,B
103707,Female,5.53,89.0,88.37,94.06,86.67,64.57,Yes,No,PhD,5.9,86.8805,A
101463,Male,3.41,81.84,54.47,32.3,95.87,48.86,Yes,Yes,,7.82,65.5935,C
102299,Female,6.75,85.19,36.12,59.08,97.86,48.2,No,No,Bachelor,5.03,69.584,C
102775,Female,1.23,83.04,56.91,93.75,85.33,86.37,Yes,No,PhD,7.78,81.626,B
103033,Male,1.98,55.19,30.71,41.8,94.8,99.44,No,Yes,Master,7.94,65.235,C
104885,Male,7.06,71.78,50.76,50.95,,38.0,No,Yes,High School,6.28,45.7465,D
103005,Male,4.27,56.33,63.24,82.25,47.82,92.35,No,No,High School,5.35,64.8155,C
104159,Male,4.62,54.0,62.15,43.77,39.02,33.61,No,Yes,Bachelor,6.84,45.7905,D
104554,Male,6.81,95.89,61.82,98.12,63.66,78.04,Yes,Yes,Master,6.58,76.568,B
103541,Female,7.07,97.79,49.0,28.73,75.15,51.7,Yes,No,Master,7.78,58.234,C
101444,Male,6.36,45.59,97.08,89.18,85.76,33.5,No,No,Master,4.9,79.636,B
103699,Male,6.16,84.6,88.04,53.74,67.66,98.53,No,Yes,High School,8.41,73.037,B
100009,Female,4.87,52.19,33.05,59.54,74.67,73.38,Yes,No,Bachelor,6.33,60.1865,C
102234,Male,4.05,86.25,52.6,85.07,84.32,45.8,Yes,No,Bachelor,4.54,74.5045,B
101216,Female,2.38,47.86,55.01,92.48,54.71,32.52,Yes,No,Master,5.36,61.3085,C
102466,Female,8.53,65.31,37.82,28.2,47.1,80.94,No,No,PhD,7.35,45.724,D
102373,Female,6.44,80.9,58.31,98.45,44.56,19.67,No,Yes,Master,7.72,61.9275,C
101012,Female,9.81,63.49,40.15,52.54,33.71,61.14,Yes,Yes,High School,5.02,45.4265,D
101674,Male,2.19,76.86,97.7,81.67,53.4,41.24,No,Yes,PhD,5.43,70.4575,B
100785,Male,9.19,66.19,87.69,30.21,73.57,43.5,Yes,No,PhD,5.51,61.809,C
100609,Female,5.13,73.16,82.72,87.83,84.79,47.26,Yes,No,High School,4.7,80.22,B
102508,Female,6.46,50.37,67.64,28.85,99.03,48.08,Yes,Yes,High School,6.76,65.246,C
100932,Male,3.23,93.3,39.26,73.29,58.07,86.23,No,Yes,Master,6.38,64.452,C
100342,Male,1.82,56.36,56.61,27.01,71.24,79.72,No,Yes,High School,6.89,56.6165,C
103862,Male,8.75,43.52,48.77,64.9,32.59,95.95,No,No,High School,5.93,51.3325,D
103092,Male,6.27,47.67,90.16,65.63,57.56,96.76,No,Yes,High School,4.17,69.0285,C
103122,Female,2.06,85.79,79.96,30.15,85.6,53.87,Yes,No,High School,4.71,67.4555,C
102053,Female,5.35,41.87,35.2,82.31,89.32,78.8,Yes,Yes,High School,7.49,70.9465,B
104494,Female,6.82,64.21,43.86,66.38,54.63,45.51,Yes,Yes,PhD,4.25,55.4595,C
104413,Female,1.99,62.08,82.07,47.15,69.97,25.35,Yes,Yes,Master,4.42,61.434,C
103543,Female,6.93,76.95,52.23,49.41,87.82,91.49,No,Yes,High School,5.38,70.3795,B
104375,Male,3.22,72.09,50.51,,97.97,61.45,No,No,High School,7.64,76.2255,B
100855,Male,7.86,57.48,60.8,90.95,86.69,33.24,Yes,Yes,PhD,8.07,74.311,B
100445,Male,2.79,60.45,46.31,98.38,98.92,14.01,No,No,Master,4.05,75.925,B
104519,Female,4.56,79.93,71.78,94.13,72.25,51.57,Yes,No,PhD,4.44,76.326,B
102054,Male,5.41,70.8,82.4,86.9,40.0,85.64,No,No,Master,4.52,67.849,C
100405,Female,9.06,55.03,55.14,54.67,87.59,52.0,No,Yes,PhD,8.04,66.055,C
104522,Male,9.45,,89.92,93.53,86.42,16.93,Yes,No,Bachelor,8.58,79.7875,B
100284,Female,5.14,72.19,30.42,89.54,84.15,35.52,No,Yes,High School,5.4,68.6925,C
100345,Male,5.84,90.03,50.25,87.37,36.34,33.87,Yes,No,Master,4.93,57.0015,C
101128,Female,2.36,94.51,73.3,76.18,83.35,80.0,No,Yes,PhD,7.39,80.3285,B
102069,Male,2.65,91.01,69.24,34.89,59.62,22.56,Yes,No,High School,8.2,54.7945,D
101984,Female,8.58,57.68,37.06,63.66,91.78,27.05,No,Yes,Master,7.71,63.923,C
104400,Female,7.18,83.44,34.56,71.07,68.84,19.54,Yes,Yes,High School,6.12,59.0715,C
102034,Male,5.01,69.01,37.45,82.64,64.26,77.56,No,No,PhD,5.3,65.298,C
103598,Female,5.68,81.95,90.56,98.85,94.93,91.7,Yes,No,PhD,6.61,93.415,A
102658,Male,5.29,44.86,95.43,48.7,54.44,32.17,Yes,No,Bachelor,7.36,58.018,C
102272,Male,6.77,71.39,99.24,89.75,70.1,54.35,No,Yes,PhD,6.94,79.3945,B
100873,Male,8.47,72.09,87.85,50.58,44.29,29.89,Yes,Yes,Bachelor,8.55,55.9145,C
101163,Female,4.35,63.29,63.0,76.42,50.16,98.64,Yes,No,Bachelor,5.59,65.454,C
101720,Female,7.95,58.85,94.23,77.01,54.1,74.73,Yes,Yes,Bachelor,6.8,70.3915,B
102830,Female,2.8,54.04,36.5,83.87,98.73,88.15,No,Yes,PhD,6.14,77.042,B
103952,Female,1.05,93.76,62.48,87.26,44.79,42.39,No,No,Bachelor,6.57,63.6025,C
104477,Female,8.92,42.69,80.75,28.07,64.59,14.46,Yes,No,PhD,8.27,51.489,D
102594,Male,2.06,86.95,81.31,90.68,95.79,19.12,Yes,Yes,PhD,5.76,83.0655,B
103778,Male,7.96,88.27,91.02,61.97,38.27,14.12,Yes,Yes,Master,4.91,57.33,C
104854,Female,8.77,56.4,48.32,40.29,55.07,95.74,Yes,No,Master,7.64,54.225,D
104401,Male,3.65,70.0,65.69,70.29,48.18,33.14,Yes,No,Bachelor,7.98,57.8875,C
100448,Male,5.9,66.29,30.39,68.01,76.02,86.94,Yes,No,Master,8.07,65.0105,C
101902,Male,1.34,66.95,47.25,37.0,92.12,20.2,Yes,No,High School,5.11,59.657,C
103552,Male,6.83,70.38,42.4,48.88,31.73,43.28,No,No,Bachelor,4.84,43.1715,D
104338,Female,3.8,74.58,89.77,51.83,69.06,28.85,No,Yes,High School,5.36,65.4255,C
101440,Male,3.42,63.69,93.56,33.0,49.12,49.23,Yes,Yes,Bachelor,4.45,55.446,C
102168,Female,3.36,89.95,60.98,97.09,56.72,56.04,No,Yes,PhD,6.95,70.9195,B
100498,Male,6.12,43.48,86.02,33.44,70.26,15.73,No,No,High School,6.99,56.076,C
101739,Male,9.45,72.26,78.39,92.46,66.66,43.83,Yes,Yes,Master,8.93,73.733,B
104717,Female,3.45,89.47,39.61,39.06,37.06,72.26,No,Yes,PhD,7.69,46.831,D
104408,Female,2.79,70.45,49.2,52.25,49.33,98.07,Yes,No,Bachelor,8.82,57.02,C
101090,Female,4.77,56.88,51.11,76.75,60.7,95.96,No,Yes,High School,7.22,65.9385,C
101057,Male,5.41,99.8,54.35,56.84,79.1,97.9,Yes,No,High School,4.62,72.535,B
104398,Male,5.4,61.02,58.76,78.08,30.23,48.51,No,Yes,,4.98,52.8055,D
101966,Male,8.58,72.04,95.34,80.25,35.2,65.96,Yes,Yes,Bachelor,4.85,65.2505,C
104622,Male,4.51,57.07,35.12,44.89,78.21,36.51,Yes,No,Bachelor,6.68,54.978,D
101276,Male,3.3,52.72,80.53,46.56,85.46,21.94,Yes,Yes,PhD,7.97,65.123,C
102873,Female,9.03,56.76,99.31,71.15,46.04,18.44,No,No,Master,8.21,61.2835,C
100190,Male,3.99,98.75,93.69,73.57,73.76,96.46,No,Yes,Master,4.25,82.4675,B
100740,Male,9.02,64.22,38.43,66.07,92.59,69.58,Yes,Yes,PhD,4.75,69.99,C
102905,Male,9.93,95.87,43.45,55.2,54.7,59.98,No,No,Bachelor,6.02,57.22,C
101104,Female,2.14,86.71,68.1,66.35,34.75,15.03,No,No,Bachelor,5.65,52.544,D
102193,Male,2.59,67.44,44.09,,82.94,24.25,Yes,No,PhD,6.85,59.9335,C
102179,Female,5.51,89.95,87.83,57.26,81.04,17.24,Yes,No,High School,8.92,70.964,B
100486,Male,3.03,91.21,66.15,33.19,66.95,36.22,Yes,No,Master,4.34,57.703,C
104410,Female,2.42,74.1,30.21,26.7,33.22,41.54,Yes,Yes,Master,7.78,35.908,F
103869,Female,4.15,66.25,98.94,85.28,74.8,90.84,Yes,No,High School,5.63,82.997,B
101874,Female,8.7,71.26,33.42,27.27,83.29,68.64,Yes,Yes,Master,8.47,56.643,C
104922,Female,6.44,74.78,85.34,61.53,30.26,16.94,Yes,No,PhD,4.13,52.2135,D
103062,Female,9.54,92.15,68.2,60.06,54.09,42.07,No,Yes,PhD,8.2,61.0085,C
103741,Female,4.77,59.73,65.4,46.95,45.42,57.68,No,Yes,Bachelor,6.5,52.4555,D
100208,Female,8.83,48.04,77.24,81.87,55.97,17.37,Yes,Yes,PhD,4.85,62.046,C
101557,Male,1.48,72.03,81.4,58.43,56.88,41.99,Yes,Yes,High School,4.41,62.1975,C
103491,Male,2.22,48.87,49.93,45.23,39.91,54.43,No,No,High School,4.22,45.592,D
102123,Male,8.92,88.02,83.71,65.57,73.73,27.02,Yes,Yes,Master,8.55,70.444,B
104743,Male,7.16,67.2,73.13,97.69,65.21,59.21,Yes,No,Bachelor,7.53,74.513,B
100150,Male,3.79,82.29,67.41,80.2,59.07,14.48,Yes,Yes,PhD,8.06,63.8835,C
103903,Male,7.8,68.83,51.22,90.06,52.71,51.14,Yes,Yes,Bachelor,7.66,63.2045,C
101772,Male,6.72,78.92,95.64,53.34,45.92,22.8,Yes,Yes,Bachelor,7.34,58.707,C
101166,Male,4.67,68.57,94.8,86.61,43.54,18.27,Yes,No,Bachelor,6.63,64.5355,C
102537,Female,4.16,91.01,54.53,76.56,38.63,51.3,No,Yes,High School,7.94,57.7975,C
104903,Male,6.03,43.73,48.15,58.59,75.12,10.87,Yes,Yes,High School,4.54,56.0295,C
103510,Female,2.67,72.75,64.69,74.21,57.5,57.02,Yes,Yes,Master,6.74,64.5925,C
102510,Female,8.53,48.4,56.44,72.89,48.41,61.23,No,No,PhD,7.3,57.417,C
101564,Male,2.39,94.18,61.93,32.31,94.0,28.1,No,Yes,PhD,8.78,65.5915,C
102453,Male,6.44,45.93,75.61,91.34,34.92,50.64,Yes,No,Master,6.67,59.836,C
101145,Female,2.51,46.24,36.67,87.28,59.28,42.95,No,No,Master,8.75,58.821,C
101262,Male,2.41,95.41,53.86,55.74,82.28,83.06,Yes,Yes,High School,4.78,71.352,B
102561,Female,6.97,77.02,45.64,47.88,79.01,94.36,Yes,No,High School,8.65,65.8895,C
104623,Male,7.67,88.57,70.05,88.6,42.66,95.28,No,Yes,High School,8.99,69.476,C
103490,Male,8.29,92.94,94.33,45.41,50.55,85.33,No,Yes,PhD,8.77,65.738,C
101229,Male,4.51,89.36,34.12,28.3,54.2,52.8,Yes,Yes,Bachelor,5.51,47.085,D
101122,Male,1.04,54.17,69.02,99.04,94.68,72.03,No,Yes,Bachelor,8.64,84.322,B
102751,Male,7.19,57.63,39.49,27.36,66.26,34.03,No,Yes,PhD,6.58,47.095,D
102903,Female,8.23,41.26,92.65,43.76,34.01,69.26,Yes,No,Bachelor,8.02,52.4255,D
101095,Female,7.68,98.79,77.39,96.67,63.88,83.17,No,No,Master,7.2,80.1995,B
103747,Female,1.93,61.85,57.59,98.19,32.34,92.06,No,No,PhD,5.32,62.7755,C
102423,Male,4.74,98.55,66.92,85.51,67.49,68.22,No,No,PhD,4.78,75.06,B
104831,Male,9.06,56.27,95.73,59.01,65.34,11.82,No,No,PhD,5.54,63.5765,C
101310,Male,4.26,77.72,38.28,73.72,,48.16,No,Yes,High School,8.78,72.582,B
102886,Female,2.89,59.08,34.85,48.94,31.08,53.51,No,No,Bachelor,5.15,41.342,D
104672,Male,4.49,79.85,48.26,41.98,62.98,32.78,No,Yes,Bachelor,4.47,53.453,D
104894,Male,7.57,46.93,37.1,67.59,66.12,78.63,No,No,PhD,5.79,60.0155,C
102101,Male,2.81,90.98,49.25,26.28,37.4,51.34,No,Yes,High School,5.29,43.742,D
103328,Female,8.78,46.25,53.94,51.72,46.63,71.24,Yes,No,High School,6.99,51.7875,D
100420,Female,2.73,59.33,93.14,86.95,33.72,98.49,Yes,Yes,PhD,8.42,67.9495,C
100761,Female,9.43,57.56,72.23,57.49,88.63,80.34,Yes,No,Master,4.05,73.629,B
102267,Female,4.48,73.08,84.5,33.77,56.31,69.11,No,No,High School,5.44,59.27,C
101422,Male,1.52,54.71,47.59,51.66,65.52,22.22,Yes,Yes,Bachelor,4.45,53.058,D
102261,Female,2.71,63.34,38.33,87.81,38.22,23.11,Yes,Yes,Master,4.12,51.6405,D
102684,Female,1.84,75.47,57.44,26.42,42.57,71.41,No,Yes,High School,8.17,47.6805,D
100340,Male,8.3,82.35,59.56,28.23,61.44,14.24,No,No,PhD,6.46,50.1325,D
102940,Male,4.27,,42.27,25.1,64.09,61.27,Yes,Yes,Bachelor,5.24,51.1545,D
104043,Female,3.31,70.62,98.21,77.14,79.69,94.65,No,Yes,High School,4.45,83.3455,B
104329,Female,8.29,57.18,66.44,96.05,43.48,37.47,No,Yes,Master,7.25,61.9835,C
100884,Female,5.32,85.01,62.01,98.27,31.92,96.87,Yes,No,PhD,6.62,66.3295,C
101458,Female,1.37,54.75,40.5,62.7,92.9,79.84,Yes,No,Bachelor,7.68,69.749,C
103550,Male,9.23,92.92,87.63,34.6,33.32,61.14,No,No,PhD,4.77,53.244,D
102108,Male,8.93,83.83,82.84,93.59,72.65,32.73,No,No,Bachelor,7.44,77.049,B
100392,Female,8.81,57.48,60.58,95.51,85.37,30.06,No,No,Bachelor,7.19,74.627,B
101547,Male,5.53,43.28,83.85,81.56,89.94,53.08,Yes,No,Bachelor,7.69,78.275,B
100393,Female,6.25,88.52,97.34,27.41,62.1,95.52,Yes,No,High School,7.15,66.4595,C
103762,Male,5.71,65.86,93.3,44.3,66.7,89.55,Yes,No,High School,6.19,68.621,C
101637,Male,6.29,44.57,30.4,56.71,64.35,16.93,Yes,Yes,Master,8.84,48.93,D
100098,Female,4.8,80.17,73.22,35.62,92.27,62.79,No,Yes,PhD,4.03,70.1395,B
100890,Male,7.47,42.24,99.08,65.74,78.24,75.37,No,Yes,High School,6.52,75.396,B
102017,Female,1.71,45.6,97.27,91.32,83.07,85.65,Yes,Yes,Bachelor,7.56,84.4835,B
101039,Male,8.8,63.43,57.22,94.66,40.55,46.53,Yes,Yes,High School,4.95,60.2975,C
101032,Male,8.1,91.92,66.89,25.14,88.85,61.96,No,Yes,PhD,8.9,66.1485,C
104706,Female,1.02,63.5,65.69,32.91,70.73,32.46,No,Yes,PhD,7.49,55.717,C
102492,Female,4.03,95.31,46.49,97.5,49.7,87.31,Yes,No,Bachelor,4.01,69.33,C
104151,Female,5.47,82.93,58.68,66.79,41.29,64.62,Yes,Yes,Bachelor,7.4,57.64,C
101062,Male,5.43,47.29,75.39,83.85,45.24,72.61,Yes,Yes,Bachelor,8.42,63.8645,C
101537,Female,8.99,62.96,95.25,83.69,54.42,15.24,Yes,Yes,Bachelor,8.89,66.8395,C
102461,Female,4.31,53.8,36.59,52.49,41.41,11.66,No,Yes,PhD,5.34,41.48,D
104963,Female,5.95,94.18,69.61,65.44,88.74,63.17,No,No,Master,4.97,77.076,B
102383,Female,6.05,70.06,46.58,72.42,46.75,48.72,No,Yes,Master,6.53,55.6615,C
100670,Male,8.66,76.98,67.5,58.46,64.28,90.95,Yes,No,High School,8.79,67.406,C
100713,Female,9.51,91.29,41.33,78.61,41.3,72.91,Yes,Yes,Bachelor,5.63,58.7935,C
102731,Female,2.27,75.94,48.79,34.55,56.26,40.35,Yes,Yes,High School,8.93,49.7155,D
103368,Male,6.57,60.04,34.33,84.6,47.29,61.05,No,Yes,PhD,6.64,56.6765,C
101143,Male,,97.87,91.09,27.46,,18.67,No,Yes,PhD,5.72,67.901,C
100416,Male,4.18,49.09,59.16,32.38,48.99,45.31,No,No,Bachelor,8.13,46.5135,D
104877,Male,4.35,61.98,84.19,74.37,49.23,21.22,Yes,No,Master,8.9,60.981,C
102593,Female,9.05,49.53,74.54,98.92,70.16,18.39,No,Yes,Bachelor,4.33,70.986,B
103971,Female,6.37,54.86,83.48,48.62,75.73,39.03,Yes,Yes,High School,6.97,64.7455,C
101272,Male,1.59,95.67,53.96,42.92,51.84,12.38,Yes,Yes,High School,7.97,50.471,D
102173,Female,7.75,51.28,93.26,82.38,81.08,29.54,No,Yes,PhD,8.89,75.707,B
